Order to Dispatch Status Report - TAPARIA IMPEX PVT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Days Left,Image,Sales Order No,Design No,DivisionName,Party Name,Order Date,Design MRP,SO Qty,Lot Qty,Dispatch Qty,Dispatch%,SO Open?,Prod Active?,Order Value,Sale Value,Order Created By,Expected DDemoivery Date,# of Lots,# of Articles,PO Days Diff,Is FabricPORaised,Is TrimsPORaised,Fabric PO Days Diff,Trims PO Days Diff,Last Dispatch Date,Pending Qty,Ready Stock,Assorted Qty,Rejected Qty,Accesories,Accesories_Thread,Consumables,Knits -Fabric,Packing Material,Printing Chemical,Woven-Fabric,Consumption,Accesories,Accesories_Thread,Consumables,Knits -Fabric,Packing Material,Printing Chemical,Woven-Fabric,CUTTING_OutQty,CUTTING_InQty,CUTTING_OutDate,CUTTING_InDate,CUTTING_JWCost,CUTTING_JWName,Pending CUTTING,#Days CUTTING,PRINTING_OutQty,PRINTING_InQty,PRINTING_OutDate,PRINTING_InDate,PRINTING_JWCost,PRINTING_JWName,Pending PRINTING,#Days PRINTING,EMBRODIERY_OutQty,EMBRODIERY_InQty,EMBRODIERY_OutDate,EMBRODIERY_InDate,EMBRODIERY_JWCost,EMBRODIERY_JWName,Pending EMBRODIERY,#Days EMBRODIERY,STITCHING_OutQty,STITCHING_InQty,STITCHING_OutDate,STITCHING_InDate,STITCHING_JWCost,STITCHING_JWName,Pending STITCHING,#Days STITCHING,STITCH_TO_PACK_OutQty,STITCH_TO_PACK_InQty,STITCH_TO_PACK_OutDate,STITCH_TO_PACK_InDate,STITCH_TO_PACK_JWCost,STITCH_TO_PACK_JWName,Pending STITCH_TO_PACK,#Days STITCH_TO_PACK,WASHING_OutQty,WASHING_InQty,WASHING_OutDate,WASHING_InDate,WASHING_JWCost,WASHING_JWName,Pending WASHING,#Days WASHING,IRON_TO_FINISHING_OutQty,IRON_TO_FINISHING_InQty,IRON_TO_FINISHING_OutDate,IRON_TO_FINISHING_InDate,IRON_TO_FINISHING_JWCost,IRON_TO_FINISHING_JWName,Pending IRON_TO_FINISHING,#Days IRON_TO_FINISHING,PACKING_Finishing_OutQty,PACKING_Finishing_InQty,PACKING_Finishing_OutDate,PACKING_Finishing_InDate,PACKING_Finishing_JWCost,PACKING_Finishing_JWName,Pending PACKING_Finishing,#Days PACKING_Finishing,Fabric Days,Trims Days,Total Days,Ideal Days,IDemoe Days,RM Cost,JW Cost,Total Cost,Cost Per Pcs,Cost / CostSheet,GP,Cut To Ship
13,,04256/25-26,Demo-JB-UP-SL-3338-0126,Knits - Kids,market lmtd,13/01/26,99.00,3000,3000,0,0,Yes,True,198000.00,,Ananya Sen,20/04/26,1,2,2,Yes,Yes,2,2,,3000,0,0,0,3200,,,,,,,0.082,1774.8,,,98264.74,,,,3000.00,3160.00,11/03/2026,13/03/2026,3160.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,2,3160.00,3160.00,13/03/2026,19/03/2026,23700.00,MAHALAXMI GARMENTS,0,6,-,-,-,-,-,-,0,0,3160.00,3102.00,14/03/2026,07/04/2026,35673.00,RUKSANA ENTERPRISE,58,24,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,3102.00,0.00,07/04/2026,-,-,4TH FLOOR IRONING,3102,1,3102.00,0.00,07/04/2026,-,-,Bipula das (Asgar),3102,1,30,44,27,34,-7,100039.54,62533.00,162572.54,50.90,56.31,-162572.54,0
-1,,04262/25-26,Demo-MU-KN-CA-TS-SL-SF-0058-0126,Knits - Men,Style fashion,13/01/26,199.00,4002,4002,0,0,Yes,True,476238.00,,Saikat Kr Das,06/04/26,1,1,2,Yes,Yes,2,2,,4002,0,0,0,4,,,,3,,,0.213,22490.5,4971.6,,294114.7,10161.1,,,4002.00,3768.00,18/03/2026,20/03/2026,3768.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",234,2,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,3768.00,3797.00,20/03/2026,06/04/2026,41767.00,BLOCK 4 STICHING BAPI GAZI,0,17,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,3656.00,0.00,06/04/2026,-,-,SUDIPTO BANERJEE,3656,2,-,-,-,-,-,-,0,0,64,55,19,21,-2,331737.90,45535.00,377272.90,100.13,0.00,-377272.90,0
-22,,04263/25-26,EB-JG-LO-FP-3267-0126,Knits - Kids,intrn lmtd,14/01/26,199.00,2000,2000,0,0,Yes,True,226000.00,,SAYANTANI NANDI,16/03/26,1,1,2,Yes,Yes,2,2,,2000,0,0,0,30,,,,,,,0.078,2376,,,111054.4,,,,2000.00,2000.00,18/03/2026,25/03/2026,2000.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,7,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2000.00,0.00,25/03/2026,-,-,TAPARIA BLOCK 24 (L SUBRATA),2000,14,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,56,59,7,21,-14,113430.40,2000.00,115430.40,53.78,0.00,-115430.40,0
-22,,04265/25-26,EB-SG-LO-FP-3269-0126,Knits - Kids,intrn lmtd,14/01/26,249.00,1800,1800,0,0,Yes,True,243000.00,,SAYANTANI NANDI,16/03/26,1,1,2,Yes,Yes,2,2,,1800,0,0,0,30,,,,,,,0.135,2612,,,160153.5,,,,1800.00,1808.00,19/03/2026,27/03/2026,1808.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,8,1808.00,1808.00,27/03/2026,06/04/2026,27120.00,LAXMI MACHINE MANORANJAN,0,10,-,-,-,-,-,-,0,0,1808.00,0.00,02/04/2026,-,-,"STORE, TAPARIA BLOCK 24 (L SUBRATA)",1808,6,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,56,59,18,24,-6,162765.50,28928.00,191693.50,97.89,0.00,-191693.50,0
-22,,04264/25-26,EB-JG-LO-FP-3268-0126,Knits - Kids,intrn lmtd,14/01/26,199.00,2000,2000,0,0,Yes,True,226000.00,,SAYANTANI NANDI,16/03/26,1,1,2,Yes,Yes,2,2,,2000,0,0,0,30,,,,,,,0.083,2376,,,74320,,,,2000.00,2000.00,18/03/2026,25/03/2026,2000.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,7,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2000.00,0.00,25/03/2026,-,-,TAPARIA BLOCK 24 (L SUBRATA),2000,14,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,56,59,7,21,-14,76696.00,2000.00,78696.00,35.85,0.00,-78696.00,0
-29,,04279/25-26,Demo-MU-KN-RN-TS-CP-HS-SF-0083-0126,Knits - Men,bata,16/01/26,199.00,360,360,0,0,Yes,True,45000.00,,Priya Das Chowdhury,09/03/26,1,1,0,Yes,Yes,0,0,,360,0,0,0,20,,,,,,,0.212,1122.8,,,37821.7,,,,360.00,360.00,06/02/2026,27/02/2026,360.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,21,360.00,360.00,26/02/2026,14/03/2026,3960.00,RAINBOW ENTERPRISE,0,16,-,-,-,-,-,-,0,0,360.00,361.00,13/02/2026,06/04/2026,4332.00,"TAPARIA BLOCK 24 (L SUBRATA), TAPARIA BLOCK 4 4TH FLOOR (L FIROZ)",0,52,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,15,20,59,89,-30,38944.50,8652.00,47596.50,114.71,0.00,-47596.50,0
8,,04288/25-26,Demo-MU-KN-CA-TS-SL-SF-0089-0126,Knits - Men,market lmtd,16/01/26,129.00,10000,10000,0,0,Yes,True,750000.00,,Saikat Kr Das,15/04/26,1,1,,No,No,,0,,10000,0,0,0,5880,,,,,,,0.174,5760,,,812657.81,,,,11260.00,11340.00,11/02/2026,11/02/2026,11340.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,1,11340.00,9876.00,12/02/2026,10/03/2026,54318.00,"GMJ ENTERPRISE , RAINBOW ENTERPRISE",1464,26,-,-,-,-,-,-,0,0,9876.00,0.00,24/03/2026,-,-,TAPARIA BLOCK 24 (L SUBRATA),9876,15,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,0,0,27,42,-15,818417.81,64896.00,883313.81,77.89,0.00,-883313.81,0
-29,,04282/25-26,Demo-MU-KN-RN-TS-CP-HS-SF-0086-0126,Knits - Men,bata,16/01/26,199.00,360,360,0,0,Yes,True,45000.00,,Priya Das Chowdhury,09/03/26,1,1,0,Yes,Yes,0,0,,360,0,0,0,2483,,,,910,,,0.213,475.52,,,39028,2364,,,360.00,368.00,06/02/2026,12/02/2026,368.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,6,368.00,361.00,12/02/2026,20/03/2026,3971.00,RAINBOW ENTERPRISE,7,36,-,-,-,-,-,-,0,0,368.00,368.00,23/02/2026,10/03/2026,4906.67,TAPARIA BLOCK 4 4TH FLOOR (L FIROZ),0,15,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,338.00,0.00,12/03/2026,-,-,TG ENTERPRISE,338,27,338.00,0.00,03/04/2026,-,-,Bipula das (Asgar),338,5,15,20,42,89,-47,41867.52,8049.00,49916.52,122.42,0.00,-49916.52,0
-29,,04281/25-26,Demo-MU-KN-RN-TS-CP-HS-SF-0085-0126,Knits - Men,bata,16/01/26,199.00,360,360,0,0,Yes,True,45000.00,,Priya Das Chowdhury,09/03/26,1,1,0,Yes,Yes,0,0,,360,0,0,0,,,,,1,,,0.214,276.52,,,36158.93,2521,,,360.00,368.00,06/02/2026,12/02/2026,368.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,6,368.00,352.00,12/02/2026,14/03/2026,3872.00,RAINBOW ENTERPRISE,16,30,-,-,-,-,-,-,0,0,368.00,369.00,23/02/2026,07/03/2026,3690.00,TAPARIA BLOCK 4 4TH FLOOR (L FIROZ),0,12,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,330.00,0.00,12/03/2026,-,-,TG ENTERPRISE,330,27,330.00,0.00,03/04/2026,-,-,Bipula das (Asgar),330,5,15,20,36,80,-44,38956.45,7930.00,46886.45,119.04,0.00,-46886.45,0
-29,,04284/25-26,Demo-MU-KN-RN-TS-CP-HS-SF-0088-0126,Knits - Men,bata,16/01/26,199.00,360,360,0,0,Yes,True,45000.00,,Priya Das Chowdhury,09/03/26,1,1,0,Yes,Yes,0,0,,360,0,0,0,,,,,1,,,0.218,87.72,,,35260.4,1593,,,360.00,360.00,06/02/2026,12/02/2026,360.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,6,360.00,354.00,12/02/2026,20/03/2026,3894.00,RAINBOW ENTERPRISE,6,36,-,-,-,-,-,-,0,0,360.00,360.00,23/02/2026,07/03/2026,2520.00,TAPARIA BLOCK 4 4TH FLOOR (L FIROZ),0,12,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,345.00,0.00,12/03/2026,-,-,SUDIPTO BANERJEE,345,27,313.00,0.00,02/04/2026,-,-,TIPL BLOCK 4 2ND FLOOR FINISHING ( MUNNA DA ),313,6,15,20,42,87,-45,36941.12,7818.00,44759.12,112.96,0.00,-44759.12,0
-29,,04283/25-26,Demo-MU-KN-RN-TS-CP-HS-SF-0087-0126,Knits - Men,bata,16/01/26,199.00,360,360,0,0,Yes,True,45000.00,,Priya Das Chowdhury,09/03/26,1,1,0,Yes,Yes,0,0,,360,0,0,0,1483,,,,500,,,0.217,499.52,,,57262,1067,,,360.00,368.00,06/02/2026,12/02/2026,368.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,6,368.00,364.00,12/02/2026,20/03/2026,4004.00,RAINBOW ENTERPRISE,4,36,-,-,-,-,-,-,0,0,368.00,377.00,23/02/2026,02/04/2026,3770.00,TAPARIA BLOCK 4 4TH FLOOR (L FIROZ),0,38,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,378.00,0.00,07/04/2026,-,-,4TH FLOOR IRONING,378,1,378.00,0.00,07/04/2026,-,-,Bipula das (Asgar),378,1,15,20,55,82,-27,58828.52,8142.00,66970.52,139.35,0.00,-66970.52,0
-29,,04280/25-26,Demo-MU-KN-RN-TS-CP-HS-SF-0084-0126,Knits - Men,bata,16/01/26,199.00,360,360,0,0,Yes,True,45000.00,,Priya Das Chowdhury,09/03/26,1,1,0,Yes,Yes,0,0,,360,0,0,0,1083,,,,410,,,0.214,279.52,,,35034.24,1281,,,360.00,368.00,06/02/2026,12/02/2026,368.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,6,368.00,363.00,12/02/2026,14/03/2026,3993.00,"GMJ ENTERPRISE , RAINBOW ENTERPRISE",5,30,-,-,-,-,-,-,0,0,368.00,368.00,13/02/2026,07/03/2026,3680.00,TAPARIA BLOCK 4 4TH FLOOR (L FIROZ),0,22,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,333.00,0.00,12/03/2026,-,-,SUDIPTO BANERJEE,333,27,348.00,0.00,02/04/2026,-,-,TIPL BLOCK 4 2ND FLOOR FINISHING ( MUNNA DA ),348,6,15,20,36,91,-55,36594.76,8041.00,44635.76,112.73,0.00,-44635.76,0
74,,04291/25-26,Demo-MU-KN-CA-TS-HS-SF-0059-0126,Knits - Men,market lmtd,17/01/26,199.00,4602,4602,0,0,Yes,True,556842.00,,Saikat Kr Das,20/06/26,1,1,0,Yes,Yes,0,0,,4602,0,0,0,,,,1037.02,,,,,,,,412595.32,,,,4602.00,0.00,30/03/2026,-,-,KAYA APPARDemoS,4602,9,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,72,68,0,9,-9,412595.32,0.00,412595.32,89.66,0.00,-412595.32,0
89,,04293/25-26,Demo-MU-KN-CA-TS-HS-SF-0061-0126,Knits - Men,market lmtd,17/01/26,199.00,4602,4602,0,0,Yes,True,556842.00,,Saikat Kr Das,05/07/26,1,1,0,Yes,Yes,0,0,,4602,0,0,0,,,,1037.7,,,,,,,,383274.54,,,,4602.00,0.00,30/03/2026,-,-,KAYA APPARDemoS,4602,9,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,72,68,0,9,-9,383274.54,0.00,383274.54,83.28,0.00,-383274.54,0
89,,04298/25-26,Demo-MU-KN-CA-TS-HS-SF-0066-0126,Knits - Men,market lmtd,17/01/26,199.00,4602,4602,0,0,Yes,True,556842.00,,Saikat Kr Das,05/07/26,1,1,0,Yes,Yes,0,0,,4602,0,0,0,,,,1033.66,,,,,,,,427083.1,,,,4602.00,0.00,30/03/2026,-,-,KAYA APPARDemoS,4602,9,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,72,68,0,9,-9,427083.10,0.00,427083.10,92.80,0.00,-427083.10,0
74,,04295/25-26,Demo-MU-KN-CA-TS-HS-SF-0063-0126,Knits - Men,market lmtd,17/01/26,199.00,4602,4602,0,0,Yes,True,556842.00,,Saikat Kr Das,20/06/26,1,1,0,Yes,Yes,0,0,,4602,0,0,0,,,,1033.42,,,,,,,,490906.92,,,,4602.00,0.00,30/03/2026,-,-,KAYA APPARDemoS,4602,9,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,72,68,0,9,-9,490906.92,0.00,490906.92,106.67,0.00,-490906.92,0
74,,04292/25-26,Demo-MU-KN-CA-TS-HS-SF-0060-0126,Knits - Men,market lmtd,17/01/26,199.00,4602,4602,0,0,Yes,True,556842.00,,Saikat Kr Das,20/06/26,1,1,0,Yes,Yes,0,0,,4602,0,0,0,,,,1042.85,,,,,,,,408603.14,,,,4602.00,0.00,30/03/2026,-,-,KAYA APPARDemoS,4602,9,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,72,68,0,9,-9,408603.14,0.00,408603.14,88.79,0.00,-408603.14,0
89,,04294/25-26,Demo-MU-KN-CA-TS-HS-SF-0062-0126,Knits - Men,market lmtd,17/01/26,199.00,4602,4602,0,0,Yes,True,556842.00,,Saikat Kr Das,05/07/26,1,1,0,Yes,Yes,0,0,,4602,0,0,0,,,,1030.63,,,,,,,,464280,,,,4602.00,0.00,30/03/2026,-,-,KAYA APPARDemoS,4602,9,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,72,68,0,9,-9,464280.00,0.00,464280.00,100.89,0.00,-464280.00,0
74,,04296/25-26,Demo-MU-KN-CA-TS-HS-SF-0064-0126,Knits - Men,market lmtd,17/01/26,199.00,4602,4602,0,0,Yes,True,556842.00,,Saikat Kr Das,20/06/26,1,1,0,Yes,Yes,0,0,,4602,0,0,0,,,,1020.3,,,,,,,,420653.73,,,,4602.00,0.00,30/03/2026,-,-,KAYA APPARDemoS,4602,9,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,72,39,0,9,-9,420653.73,0.00,420653.73,91.41,0.00,-420653.73,0
89,,04297/25-26,Demo-MU-KN-CA-TS-HS-SF-0065-0126,Knits - Men,market lmtd,17/01/26,199.00,4602,4602,0,0,Yes,True,556842.00,,Saikat Kr Das,05/07/26,1,1,0,Yes,Yes,0,0,,4602,0,0,0,,,,1038.72,,,,,,,,377469.6,,,,4602.00,0.00,30/03/2026,-,-,KAYA APPARDemoS,4602,9,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,72,39,0,9,-9,377469.60,0.00,377469.60,82.02,0.00,-377469.60,0
13,,04304/25-26,Demo-JB-UP-HS-3353-0126,Knits - Kids,market lmtd,19/01/26,179.00,2500,2500,0,0,Yes,True,260000.00,,Ananya Sen,20/04/26,1,1,3,Yes,Yes,3,3,,2500,0,0,0,4780,,,,,,,0.112,6560,,,105711.8,,,,2500.00,2360.00,31/03/2026,02/04/2026,2360.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",140,2,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2360.00,0.00,02/04/2026,-,-,"STORE, TAPARIA BLOCK 24 (L SUBRATA)",2360,6,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,49,49,2,8,-6,112271.80,2360.00,114631.80,43.34,75.45,-114631.80,0
13,,04301/25-26,Demo-JB-UP-HS-3350-0126,Knits - Kids,market lmtd,19/01/26,179.00,2500,2500,0,0,Yes,True,260000.00,,Ananya Sen,20/04/26,1,1,3,Yes,Yes,3,3,,2500,0,0,0,7500,,,,,,,0.12,7507,,,121915.15,,,,2500.00,2520.00,13/03/2026,06/04/2026,2520.00,PRP ENTERPRISE,0,24,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2520.00,0.00,30/03/2026,-,-,PRP ENTERPRISE,2520,9,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,49,51,24,33,-9,129422.15,2520.00,131942.15,52.36,76.00,-131942.15,0
13,,04303/25-26,Demo-JB-UP-HS-3352-0126,Knits - Kids,market lmtd,19/01/26,179.00,2500,2500,0,0,Yes,True,260000.00,,Ananya Sen,20/04/26,1,1,3,Yes,Yes,3,3,,2500,0,0,0,4660,,,,,,,0.117,6776.5,,,98260.7,,,,2500.00,2300.00,26/03/2026,02/04/2026,2300.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",200,7,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2300.00,0.00,06/04/2026,-,-,"RAJDEEP GARMENTS , STORE",2300,2,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,49,49,7,9,-2,105037.20,2300.00,107337.20,45.51,76.00,-107337.20,0
13,,04300/25-26,Demo-JB-UP-HS-3349-0126,Knits - Kids,market lmtd,19/01/26,179.00,2500,2500,0,0,Yes,True,260000.00,,Ananya Sen,20/04/26,1,1,3,Yes,Yes,3,3,,2500,0,0,0,7500,,,,2925,,,,7507,,,124329.5,5345,,,2500.00,0.00,20/03/2026,-,-,PRASEN TEXTILE,2500,19,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,49,49,0,19,-19,137181.50,0.00,137181.50,54.87,76.00,-137181.50,0
13,,04299/25-26,Demo-JB-UP-HS-3348-0126,Knits - Kids,market lmtd,19/01/26,179.00,2500,2500,0,0,Yes,True,260000.00,,Ananya Sen,20/04/26,1,1,3,Yes,Yes,3,3,,2500,0,0,0,3950,,,,,,,0.109,7790,,,118716.25,,,,2500.00,1950.00,27/03/2026,28/03/2026,1950.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",550,1,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1950.00,0.00,28/03/2026,-,-,RAJDEEP GARMENTS,1950,11,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,49,49,1,12,-11,126506.25,1950.00,128456.25,46.39,76.00,-128456.25,0
13,,04302/25-26,Demo-JB-UP-HS-3351-0126,Knits - Kids,market lmtd,19/01/26,179.00,2500,2500,0,0,Yes,True,260000.00,,Ananya Sen,20/04/26,1,1,3,Yes,Yes,3,3,,2500,0,0,0,7500,,,,,,,,8257,,,134323.5,,,,2500.00,0.00,20/03/2026,-,-,NOBLE ENTRRPRISE,2500,19,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,49,49,0,19,-19,142580.50,0.00,142580.50,57.03,76.00,-142580.50,0
13,,04310/25-26,Demo-JB-LP-HP-3359-0126,Knits - Kids,market lmtd,20/01/26,179.00,2500,2500,0,0,Yes,True,270000.00,,Ananya Sen,20/04/26,1,1,14,Yes,Yes,14,14,,2500,0,0,0,40,,,,3,,,,8805,,,109203.5,233.1,,,2500.00,0.00,20/03/2026,-,-,NOBLE ENTRRPRISE,2500,19,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,57,48,0,19,-19,118241.60,0.00,118241.60,47.30,73.89,-118241.60,0
-38,,04307/25-26,Demo-JG-UP-HS-3355-0126,Knits - Kids,Opee,20/01/26,270.00,3600,3600,0,0,Yes,True,252000.00,,MALOTI RIKIASON,28/02/26,1,1,-4,Yes,Yes,-4,-4,,3600,0,0,0,3,,,,,,,0.092,4598,,,145134.9,12024,,,3600.00,3648.00,06/02/2026,14/02/2026,3648.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,8,3648.00,3648.00,19/02/2026,27/03/2026,12768.00,TANUSHREE DAS,0,36,-,-,-,-,-,-,0,0,3648.00,3625.00,21/02/2026,07/04/2026,43500.00,"STORE, TAPARIA BLOCK 24 (L SUBRATA)",23,45,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,3625.00,0.00,07/04/2026,-,-,JAMINUL MONDAL,3625,1,-,-,-,-,-,-,0,0,29,45,60,90,-30,161756.90,59916.00,221672.90,52.90,86.40,-221672.90,0
13,,04308/25-26,Demo-JB-LP-HP-3357-0126,Knits - Kids,market lmtd,20/01/26,179.00,2500,2500,0,0,Yes,True,270000.00,,Ananya Sen,20/04/26,1,1,2,Yes,Yes,2,2,,2500,0,0,0,40,,,,,,,,17865,,,97000,5345,,,2500.00,0.00,20/03/2026,-,-,PRASEN TEXTILE,2500,19,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,48,48,0,19,-19,120210.00,0.00,120210.00,48.08,73.89,-120210.00,0
13,,04311/25-26,Demo-JB-LP-HP-3360-0126,Knits - Kids,market lmtd,20/01/26,179.00,2500,2500,0,0,Yes,True,270000.00,,Ananya Sen,20/04/26,1,1,2,Yes,Yes,2,2,,2500,0,0,0,38,,,,,,,0.096,17424,,,78760,,,,2500.00,2300.00,26/03/2026,31/03/2026,2300.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",200,5,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2300.00,0.00,02/04/2026,-,-,"BLOCK 4 STICHING BAPI GAZI, STORE, TAPARIA  BLOCK 4, 2ND FLOOR,( ANIL )",2300,6,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,48,48,5,11,-6,96184.00,2300.00,98484.00,41.67,73.89,-98484.00,0
13,,04312/25-26,Demo-JB-LP-HP-3361-0126,Knits - Kids,market lmtd,20/01/26,179.00,2500,2500,0,0,Yes,True,270000.00,,Ananya Sen,20/04/26,1,1,2,Yes,Yes,2,2,,2500,0,0,0,48,,,,,,,0.094,18164,620,,82697,,,,2500.00,2360.00,31/03/2026,02/04/2026,2360.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",140,2,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2360.00,0.00,02/04/2026,-,-,"BLOCK 4 STICHING BAPI GAZI, STORE, TAPARIA  BLOCK 4, 2ND FLOOR,( ANIL )",2360,6,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,48,48,2,8,-6,101481.00,2360.00,103841.00,44.00,73.89,-103841.00,0
